Rent,leasing_rate,size,stories,age,renovated,class_a,class_b,amenities,net,cluster_rent,Precipitation,cooling_costs,heating_costs,green_rating
8.65,81.25,16000,5,96,1,0,0,0,0,14.06,43.89,0.334681124,0.239501769,0
9.71,53.66,4100,3,157,1,0,0,0,0,14.06,43.89,0.334681124,0.239501769,0
10.39,78.77,58408,5,36,1,0,1,0,0,14.06,43.89,0.334681124,0.239501769,0
10.5,77.84,10278,2,87,0,0,0,0,0,14.06,43.89,0.334681124,0.239501769,0
10.56,73.13,407472,26,21,0,1,0,1,0,14.06,43.89,0.334681124,0.239501769,0
10.73,45.51,15820,2,18,0,0,0,0,0,14.06,43.89,0.334681124,0.239501769,0
10.95,83.17,197382,13,26,0,1,0,1,0,14.06,43.89,0.334681124,0.239501769,0
11.75,49.59,47376,6,46,0,0,0,0,0,14.06,43.89,0.334681124,0.239501769,0
12.5,79.8,11384,4,40,1,0,0,0,0,14.06,43.89,0.334681124,0.239501769,0
12.5,90.91,38000,11,80,1,0,0,1,0,14.06,43.89,0.334681124,0.239501769,0
13,48.91,27400,4,137,1,0,1,0,0,14.06,43.89,0.334681124,0.239501769,0
13.38,88.41,88000,6,78,1,0,0,1,0,14.06,43.89,0.334681124,0.239501769,0
13.5,70.97,17910,3,39,1,0,0,0,0,14.06,43.89,0.334681124,0.239501769,0
14,94.08,91199,10,91,1,0,1,0,0,14.06,43.89,0.334681124,0.239501769,0
14,58.14,21500,4,87,1,0,0,0,0,14.06,43.89,0.334681124,0.239501769,0
14.06,66.74,17088,3,67,0,0,0,0,0,14.06,43.89,0.334681124,0.239501769,0
14.52,69.84,353768,44,80,1,0,1,1,0,14.06,43.89,0.334681124,0.239501769,0
14.74,92.43,330849,23,79,0,1,0,1,0,14.06,43.89,0.334681124,0.239501769,0
15,84.6,48238,6,107,1,0,1,0,0,14.06,43.89,0.334681124,0.239501769,0
15,77.12,169309,15,36,0,0,1,0,0,14.06,43.89,0.334681124,0.239501769,0
15,50,8000,2,77,0,0,0,0,0,14.06,43.89,0.334681124,0.239501769,0
15.47,62,310857,24,39,1,1,0,1,0,14.06,43.89,0.334681124,0.239501769,0
15.5,100,29652,4,87,0,0,0,0,0,14.06,43.89,0.334681124,0.239501769,0
15.9,88.85,260304,20,43,1,1,0,1,0,14.06,43.89,0.334681124,0.239501769,0
17,67.61,15435,3,97,1,0,0,0,0,14.06,43.89,0.334681124,0.239501769,0
17.5,93.66,568742,34,33,1,1,0,1,0,14.06,43.89,0.334681124,0.239501769,0
18,85.97,146020,12,43,1,0,1,0,0,14.06,43.89,0.334681124,0.239501769,0
19,50,10000,2,29,0,0,0,0,0,14.06,43.89,0.334681124,0.239501769,0
19.06,68.1,193551,13,97,1,0,1,1,0,14.06,43.89,0.334681124,0.239501769,0
19.5,75.05,319720,23,31,0,1,0,1,0,14.06,43.89,0.334681124,0.239501769,0
19.5,35.79,41000,3,32,1,0,1,0,0,14.06,43.89,0.334681124,0.239501769,0
19.53,74.74,35076,6,90,0,0,0,0,0,14.06,43.89,0.334681124,0.239501769,0
19.8,85,68955,2,19,0,0,1,0,0,21.24,22.71,1.741446,0.114639,1
15.6,36.11,11583,1,20,0,0,0,0,0,21.24,22.71,1.741802444,0.11459615,0
15.6,100,52900,2,4,0,0,1,0,0,21.24,22.71,1.741802444,0.11459615,0
22.68,74.17,83635,2,2,0,0,1,0,0,21.24,22.71,1.741802444,0.11459615,0
23.4,84.14,104048,3,1,0,0,1,0,0,21.24,22.71,1.741802444,0.11459615,0
19.98,87.05,292624,16,21,0,1,0,1,1,17,25.55,0.903125,0.21008,1
15.36,91.05,166750,9,52,0,0,1,1,0,17,25.55,0.902146844,0.210463968,0
17,82.13,112888,10,41,1,0,0,1,0,17,25.55,0.902146844,0.210463968,0
19.99,90.45,195283,12,26,0,1,0,1,0,17.185,22.71,0.258552,0.146157,1
16.11,71.12,217515,12,43,1,1,0,0,0,17.185,22.71,0.258604921,0.146102369,0
16.25,82.22,270058,15,39,1,1,0,1,0,17.185,22.71,0.258604921,0.146102369,0
16.37,67.27,208587,14,41,1,1,0,1,0,17.185,22.71,0.258604921,0.146102369,0
18,60.32,82417,3,29,0,0,1,0,0,17.185,22.71,0.258604921,0.146102369,0
20.33,60.09,219645,12,25,1,1,0,1,0,17.185,22.71,0.258604921,0.146102369,0
20,96.75,158469,12,24,0,1,0,1,0,26.8,25.55,0.793594,0.16867,1
33.6,92.7,27396,3,5,0,0,1,0,0,26.8,25.55,0.792734475,0.168978282,0
20,93.93,554524,28,30,0,0,1,1,0,19,38.5,0.294234,0.629248,1
16,84.57,216000,6,37,0,0,1,1,0,19,38.5,0.29455569,0.627966841,0
16.44,71.64,514073,11,21,0,1,0,1,0,19,38.5,0.29455569,0.627966841,0
17.5,90.91,330000,18,22,0,0,1,1,0,19,38.5,0.29455569,0.627966841,0
18,87.26,52250,4,81,0,0,1,0,0,19,38.5,0.29455569,0.627966841,0
20,99.35,84780,4,93,0,0,1,1,0,19,38.5,0.29455569,0.627966841,0
20,67.12,78400,4,29,0,1,0,1,0,19,38.5,0.29455569,0.627966841,0
21.5,98.58,315000,15,21,0,1,0,1,0,19,38.5,0.29455569,0.627966841,0
20,98.65,398412,24,8,0,1,0,1,1,18.69,30.32,0.080586,0.9216,1
14.11,78.94,77217,11,99,0,0,0,0,0,18.69,30.32,0.080755861,0.919723608,0
15.01,89.42,33030,6,98,1,0,0,1,0,18.69,30.32,0.080755861,0.919723608,0
15.5,86.35,27830,6,118,1,0,1,0,0,18.69,30.32,0.080755861,0.919723608,0
15.65,77.95,57600,12,79,1,0,0,0,0,18.69,30.32,0.080755861,0.919723608,0
15.65,84.46,59423,7,98,1,0,1,1,0,18.69,30.32,0.080755861,0.919723608,0
15.95,97.62,34801,4,114,1,0,0,1,0,18.69,30.32,0.080755861,0.919723608,0
16.02,91.41,92500,12,97,1,0,1,1,0,18.69,30.32,0.080755861,0.919723608,0
16.75,55.49,9750,2,87,0,0,1,0,0,18.69,30.32,0.080755861,0.919723608,0
16.85,85.09,63457,8,116,1,0,1,0,0,18.69,30.32,0.080755861,0.919723608,0
17,99.69,80100,12,97,0,0,0,0,0,18.69,30.32,0.080755861,0.919723608,0
17.09,58.72,102964,13,101,1,0,1,0,0,18.69,30.32,0.080755861,0.919723608,0
17.18,72.8,19724,8,94,0,0,0,0,0,18.69,30.32,0.080755861,0.919723608,0
17.31,92.83,38440,4,105,1,0,0,0,0,18.69,30.32,0.080755861,0.919723608,0
18,92.12,21000,3,107,1,0,1,0,0,18.69,30.32,0.080755861,0.919723608,0
18.31,90.43,26145,5,117,1,0,0,0,0,18.69,30.32,0.080755861,0.919723608,0
18.5,87.66,103077,12,97,1,0,1,0,0,18.69,30.32,0.080755861,0.919723608,0
18.5,88.45,39316,4,107,1,0,1,0,0,18.69,30.32,0.080755861,0.919723608,0
18.69,92.04,89850,12,81,1,0,1,1,0,18.69,30.32,0.080755861,0.919723608,0
18.95,98.78,50000,5,79,0,0,1,0,0,18.69,30.32,0.080755861,0.919723608,0
19.19,68.07,37225,4,123,1,0,0,0,0,18.69,30.32,0.080755861,0.919723608,0
19.37,79.17,150109,14,93,0,0,1,1,0,18.69,30.32,0.080755861,0.919723608,0
19.5,38.59,46825,5,95,1,0,1,0,0,18.69,30.32,0.080755861,0.919723608,0
19.5,98.21,204848,11,49,1,1,0,1,0,18.69,30.32,0.080755861,0.919723608,0
19.75,100,106324,11,52,1,0,1,1,0,18.69,30.32,0.080755861,0.919723608,0
19.85,78.28,17645,4,113,1,0,0,0,0,18.69,30.32,0.080755861,0.919723608,0
19.95,84.75,59000,4,131,1,0,1,1,0,18.69,30.32,0.080755861,0.919723608,0
21.01,91.93,67869,9,97,1,0,1,0,0,18.69,30.32,0.080755861,0.919723608,0
21.49,90.73,128702,10,81,1,0,1,0,0,18.69,30.32,0.080755861,0.919723608,0
22,86.26,49060,6,25,0,0,1,1,0,18.69,30.32,0.080755861,0.919723608,0
23.85,99.41,429499,17,30,0,1,0,1,0,18.69,30.32,0.080755861,0.919723608,0
24,38.54,219595,14,58,1,0,1,1,0,18.69,30.32,0.080755861,0.919723608,0
24,99.62,74110,6,94,1,0,0,1,0,18.69,30.32,0.080755861,0.919723608,0
24,94.69,283000,16,17,0,1,0,0,0,18.69,30.32,0.080755861,0.919723608,0
24,60.38,256454,7,60,0,0,1,0,0,18.69,30.32,0.080755861,0.919723608,0
24.27,97.87,451058,29,36,0,1,0,0,0,18.69,30.32,0.080755861,0.919723608,0
27,92.94,328346,19,20,0,1,0,1,0,18.69,30.32,0.080755861,0.919723608,0
20.4,97.85,143200,18,18,0,0,1,0,0,22.43,47.95,3.048312,0,1
19.69,87.38,169918,18,24,0,0,1,0,0,22.43,47.95,3.047264944,0,0
22.43,82.92,26937,2,107,0,0,0,0,0,22.43,47.95,3.047264944,0,0
28.36,96.15,199362,22,46,1,0,1,0,0,22.43,47.95,3.047264944,0,0
34.74,96.94,160000,21,28,0,0,1,0,1,22.43,47.95,3.047264944,0,0
20.42,84.85,260023,10,21,0,1,0,1,0,14.75,25.55,0.903125,0.21008,1
16,60.58,10146,2,24,0,0,1,0,0,14.75,25.55,0.902146844,0.210463968,0
21.5,86.66,212805,10,21,0,1,0,1,0,14.75,25.55,0.902146844,0.210463968,0
20.42,83.08,163584,16,22,0,1,0,1,0,20.21,25.55,0.903125,0.21008,1
14,96.26,73384,9,36,0,0,1,0,0,20.21,25.55,0.902146844,0.210463968,0
16,95.41,47732,5,42,0,0,1,0,0,20.21,25.55,0.902146844,0.210463968,0
17,100,68020,8,34,0,0,1,0,0,20.21,25.55,0.902146844,0.210463968,0
20,78.95,80966,7,20,1,0,1,1,0,20.21,25.55,0.902146844,0.210463968,0
20,61.79,101182,7,27,1,0,1,0,0,20.21,25.55,0.902146844,0.210463968,0
20.5,93.85,112205,13,24,0,1,0,1,0,20.21,25.55,0.902146844,0.210463968,0
22.79,79.63,367251,11,21,0,1,0,1,1,20.21,25.55,0.902146844,0.210463968,0
24.45,70.08,47322,4,8,0,0,1,0,0,20.21,25.55,0.902146844,0.210463968,0
25.2,89.36,233543,12,24,0,1,0,0,0,20.21,25.55,0.902146844,0.210463968,0
20.63,100,136926,6,26,0,0,1,0,0,20.22,25.55,0.793594,0.16867,1
20.22,100,470000,9,8,0,1,0,1,0,20.22,25.55,0.792734475,0.168978282,0
2.98,100,259317,21,29,1,0,1,0,0,19.61,47.95,3.047264944,0,0
15,100,153966,25,37,0,1,0,0,0,19.61,47.95,3.047264944,0,0
15.92,98.13,325000,31,14,0,1,0,0,0,19.61,47.95,3.047264944,0,0
19.61,97.8,201241,24,18,0,1,0,0,0,19.61,47.95,3.047264944,0,0
19.8,98.56,186138,25,13,0,1,0,0,1,19.61,47.95,3.047264944,0,0
20.76,97.96,186945,4,7,0,1,0,0,0,20.5,16.67,0.21252,0.5738,1
19,86.96,51523,2,22,0,0,1,0,0,20.5,16.67,0.212338807,0.572995049,0
19.43,94.03,60085,4,8,0,1,0,1,0,20.5,16.67,0.212338807,0.572995049,0
20.24,59.14,134691,4,22,0,0,1,1,0,20.5,16.67,0.212338807,0.572995049,0
22.5,95.71,111608,4,10,0,1,0,0,0,20.5,16.67,0.212338807,0.572995049,0
22.5,89.54,60086,4,8,0,1,0,0,0,20.5,16.67,0.212338807,0.572995049,0
20.82,93.4,1040829,42,18,0,1,0,1,0,16.5,38.5,0.367748,0.556416,1
11.84,55.7,226768,20,45,1,0,1,1,0,16.5,38.5,0.368150064,0.555283128,0
12.55,91.36,52000,3,41,0,0,1,1,0,16.5,38.5,0.368150064,0.555283128,0
13.5,89.46,337088,21,24,1,1,0,1,0,16.5,38.5,0.368150064,0.555283128,0
13.5,54.51,60000,3,41,1,0,1,1,0,16.5,38.5,0.368150064,0.555283128,0
13.72,77.58,165000,15,111,1,0,0,1,0,16.5,38.5,0.368150064,0.555283128,0
14,27.67,193485,6,131,1,0,1,0,0,16.5,38.5,0.368150064,0.555283128,0
14.5,59.38,285211,22,36,0,0,1,1,0,16.5,38.5,0.368150064,0.555283128,0
14.91,96.93,266312,21,94,1,1,0,0,0,16.5,38.5,0.368150064,0.555283128,0
16.5,86.25,211208,20,42,1,0,1,1,0,16.5,38.5,0.368150064,0.555283128,0
17.04,86.71,441000,31,38,1,0,1,1,0,16.5,38.5,0.368150064,0.555283128,0
17.68,81.2,104000,11,116,1,0,1,0,0,16.5,38.5,0.368150064,0.555283128,0
18,36.36,27500,2,29,1,0,1,0,0,16.5,38.5,0.368150064,0.555283128,0
18,79.73,493984,22,31,0,1,0,1,0,16.5,38.5,0.368150064,0.555283128,0
18.5,32.37,375216,25,21,0,1,0,1,0,16.5,38.5,0.368150064,0.555283128,0
19,95.86,658000,36,32,1,1,0,1,0,16.5,38.5,0.368150064,0.555283128,0
20,85.32,434136,12,22,0,1,0,1,0,16.5,38.5,0.368150064,0.555283128,0
20.05,90.29,423634,21,36,1,1,0,1,0,16.5,38.5,0.368150064,0.555283128,0
20.28,91.61,750000,30,25,0,1,0,1,0,16.5,38.5,0.368150064,0.555283128,0
20.53,97.95,248651,12,21,0,1,0,1,0,16.5,38.5,0.368150064,0.555283128,0
22,100,401625,15,21,0,1,0,1,0,16.5,38.5,0.368150064,0.555283128,0
20.87,91.36,195991,9,8,0,1,0,0,1,24.75,25.55,0.903125,0.21008,1
20,100,72938,10,33,1,0,1,1,1,24.75,25.55,0.902146844,0.210463968,0
21,84.73,95496,8,40,0,0,1,0,0,24.75,25.55,0.902146844,0.210463968,0
23.5,94.92,39324,2,23,0,0,1,0,0,24.75,25.55,0.902146844,0.210463968,0
24.5,93.19,161843,13,27,0,0,1,1,0,24.75,25.55,0.902146844,0.210463968,0
25,90.15,96543,9,26,0,0,1,1,0,24.75,25.55,0.902146844,0.210463968,0
26.5,89.13,96717,9,27,1,1,0,1,0,24.75,25.55,0.902146844,0.210463968,0
27,77.4,75718,9,26,1,1,0,1,0,24.75,25.55,0.902146844,0.210463968,0
27.62,92.74,302747,19,23,1,1,0,1,0,24.75,25.55,0.902146844,0.210463968,0
30,96.68,286426,20,24,0,1,0,1,0,24.75,25.55,0.902146844,0.210463968,0
20.88,82.07,98000,6,101,1,0,1,1,0,27,45.55,0.038024,0.564394,1
6,50,80000,4,77,1,0,1,0,0,27,45.55,0.038085581,0.56517779,0
15,85.72,37300,5,100,1,0,1,0,0,27,45.55,0.038085581,0.56517779,0
17.15,93.88,160000,5,97,1,0,1,0,0,27,45.55,0.038085581,0.56517779,0
17.5,75,80000,19,11,0,0,1,0,0,27,45.55,0.038085581,0.56517779,0
18.45,99.44,94889,3,16,1,0,1,0,1,27,45.55,0.038085581,0.56517779,0
20,94.45,27790,2,35,1,0,1,1,0,27,45.55,0.038085581,0.56517779,0
21,85.75,98699,10,98,1,0,1,0,0,27,45.55,0.038085581,0.56517779,0
21.6,67.8,39940,8,89,1,0,1,0,0,27,45.55,0.038085581,0.56517779,0
22,94.79,115400,10,79,1,0,1,0,0,27,45.55,0.038085581,0.56517779,0
23.65,95.23,178269,13,23,0,0,1,0,0,27,45.55,0.038085581,0.56517779,0
23.89,82.8,124136,14,78,1,0,1,1,0,27,45.55,0.038085581,0.56517779,0
24,47.95,51179,8,87,1,0,1,0,0,27,45.55,0.038085581,0.56517779,0
24.36,92.12,115442,15,79,1,0,1,1,0,27,45.55,0.038085581,0.56517779,0
25,97.01,104478,7,97,1,0,1,0,0,27,45.55,0.038085581,0.56517779,0
25,85.64,36807,25,7,0,0,1,1,0,27,45.55,0.038085581,0.56517779,0
25.06,93.1,171305,8,99,1,0,1,1,0,27,45.55,0.038085581,0.56517779,0
25.29,76.65,82491,10,79,1,0,1,0,0,27,45.55,0.038085581,0.56517779,0
26.66,97.62,1079013,54,19,0,1,0,1,0,27,45.55,0.038085581,0.56517779,0
27,97.35,128763,6,103,1,0,1,0,0,27,45.55,0.038085581,0.56517779,0
27,90.46,233000,13,54,1,1,0,0,0,27,45.55,0.038085581,0.56517779,0
27.27,92.45,113927,10,48,1,0,1,1,0,27,45.55,0.038085581,0.56517779,0
27.38,88.27,138294,6,103,1,0,1,1,0,27,45.55,0.038085581,0.56517779,0
27.41,93.44,247161,17,48,1,1,0,1,0,27,45.55,0.038085581,0.56517779,0
27.79,77.34,161412,27,78,1,0,1,0,0,27,45.55,0.038085581,0.56517779,0
28,100,45247,7,98,1,0,1,0,0,27,45.55,0.038085581,0.56517779,0
28,88.54,67182,23,25,0,1,0,1,0,27,45.55,0.038085581,0.56517779,0
28.24,91.18,150055,13,86,1,0,1,0,0,27,45.55,0.038085581,0.56517779,0
29.55,93.09,755000,30,21,0,1,0,0,0,27,45.55,0.038085581,0.56517779,0
31.11,98.02,434688,41,21,1,1,0,0,0,27,45.55,0.038085581,0.56517779,0
32,74.73,85414,8,81,0,0,1,0,0,27,45.55,0.038085581,0.56517779,0
32.03,97.26,746510,41,38,1,1,0,1,0,27,45.55,0.038085581,0.56517779,0
32.33,95.12,558822,34,27,1,1,0,1,0,27,45.55,0.038085581,0.56517779,0
32.61,86.88,225000,20,43,1,1,0,0,0,27,45.55,0.038085581,0.56517779,0
33.41,78.38,277996,28,35,0,1,0,1,0,27,45.55,0.038085581,0.56517779,0
33.54,95.57,507355,40,30,0,1,0,0,0,27,45.55,0.038085581,0.56517779,0
34.5,67.44,295515,22,77,1,0,1,1,0,27,45.55,0.038085581,0.56517779,0
34.84,34.02,536356,41,34,0,1,0,1,0,27,45.55,0.038085581,0.56517779,0
36.64,95.42,218533,21,47,0,1,0,1,0,27,45.55,0.038085581,0.56517779,0
45,97.98,74330,3,83,1,0,1,0,0,27,45.55,0.038085581,0.56517779,0
61,72.29,8640,1,66,1,0,0,0,0,27,45.55,0.038085581,0.56517779,0
20.9,94.8,177866,3,17,0,0,1,0,0,26.785,10.46,1.2314,0.11472,1
26.5,100,70174,2,21,0,0,1,0,0,26.785,10.46,1.23167641,0.11428588,0
27.07,94.48,125076,3,8,0,1,0,1,0,26.785,10.46,1.23167641,0.11428588,0
27.5,100,162318,4,7,0,1,0,1,0,26.785,10.46,1.23167641,0.11428588,0
20.95,95.15,491254,25,24,0,1,0,1,0,27.275,25.55,0.793594,0.16867,1
33.6,92.7,27396,3,5,0,0,1,0,0,27.275,25.55,0.792734475,0.168978282,0
21,100,396312,12,9,0,1,0,0,0,23.24,22.71,0.04914,0.282117,1
16.2,87.59,27336,2,84,1,0,1,0,0,23.24,22.71,0.049150058,0.282011549,0
18,81.09,17542,2,27,0,0,0,0,0,23.24,22.71,0.049150058,0.282011549,0
18,66.9,7552,3,78,1,0,0,0,0,23.24,22.71,0.049150058,0.282011549,0
19.8,62.78,25000,4,92,0,0,0,0,0,23.24,22.71,0.049150058,0.282011549,0
20.27,79.91,59213,4,86,1,0,1,0,0,23.24,22.71,0.049150058,0.282011549,0
20.74,87.35,77000,16,80,0,0,1,1,0,23.24,22.71,0.049150058,0.282011549,0
21,92.44,16280,4,18,0,0,0,0,0,23.24,22.71,0.049150058,0.282011549,0
21.59,38.57,54553,7,83,1,0,1,1,0,23.24,22.71,0.049150058,0.282011549,0
21.6,75.35,73312,10,96,1,0,1,0,0,23.24,22.71,0.049150058,0.282011549,0
23.08,82.11,60000,4,95,1,0,1,0,0,23.24,22.71,0.049150058,0.282011549,0
23.4,77.55,136769,10,81,1,1,0,1,0,23.24,22.71,0.049150058,0.282011549,0
24,97.86,28000,3,20,0,0,0,0,0,23.24,22.71,0.049150058,0.282011549,0
25.2,85.42,19474,7,93,1,0,0,0,0,23.24,22.71,0.049150058,0.282011549,0
25.8,24.58,82298,20,101,1,0,1,0,0,23.24,22.71,0.049150058,0.282011549,0
26.92,21,20000,4,21,0,0,1,0,0,23.24,22.71,0.049150058,0.282011549,0
27.87,83.05,325000,15,50,0,1,0,1,0,23.24,22.71,0.049150058,0.282011549,0
28.8,100,24681,3,21,0,0,1,0,0,23.24,22.71,0.049150058,0.282011549,0
28.8,95.74,17103,3,97,0,0,1,0,0,23.24,22.71,0.049150058,0.282011549,0
28.97,85.31,183178,11,17,0,1,0,1,0,23.24,22.71,0.049150058,0.282011549,0
30.09,66.46,238392,10,35,1,1,0,1,0,23.24,22.71,0.049150058,0.282011549,0
36,93.65,580000,24,17,0,1,0,1,0,23.24,22.71,0.049150058,0.282011549,0
21,51.9,75000,3,1,0,1,0,0,0,20.375,47.68,0.246018,0.787344,1
19.75,94.97,71000,3,6,0,1,0,0,0,20.375,47.68,0.246033409,0.788264578,0
21,100,263765,5,25,0,1,0,1,0,24,40.7,0.519601,0.328716,1
27,80.82,572643,21,12,0,1,0,0,0,24,40.7,0.519369585,0.328965252,0
21.24,95.33,320952,11,44,0,1,0,1,0,27.87,22.71,0.258552,0.146157,1
12,100,21000,3,37,1,0,0,0,0,27.87,22.71,0.258604921,0.146102369,0
12,48.35,10648,3,57,0,0,0,0,0,27.87,22.71,0.258604921,0.146102369,0
34.5,100,471920,10,37,1,1,0,1,0,27.87,22.71,0.258604921,0.146102369,0
36,88.97,60000,6,49,0,0,1,0,0,27.87,22.71,0.258604921,0.146102369,0
45,98.23,564816,32,44,1,1,0,1,0,27.87,22.71,0.258604921,0.146102369,0
21.37,74.55,195253,10,18,0,0,1,0,1,21.435,16.37,0.342528,0.41706,1
21.5,80.86,193335,10,5,0,1,0,0,0,21.435,16.37,0.342583818,0.417589348,0
21.42,100,112791,6,18,0,1,0,0,0,22.05,22.71,1.741446,0.114639,1
22.68,74.17,83635,2,2,0,0,1,0,0,22.05,22.71,1.741802444,0.11459615,0
21.45,99.04,586086,30,24,0,1,0,1,0,27.525,25.55,0.793594,0.16867,1
33.6,92.7,27396,3,5,0,0,1,0,0,27.525,25.55,0.792734475,0.168978282,0
21.5,89.65,45170,2,5,0,1,0,0,0,20,26.01,0.337212,0.604668,1
18.5,85.05,88988,2,19,0,0,1,0,0,20,26.01,0.337188742,0.603702252,0
21.5,96.25,509237,22,3,0,1,0,0,0,18.75,40.7,0.519601,0.328716,1
17,100,47318,5,38,1,0,1,1,0,18.75,40.7,0.519369585,0.328965252,0
18.75,85.77,83504,7,38,1,1,0,1,0,18.75,40.7,0.519369585,0.328965252,0
21.5,98,100000,5,1,0,0,1,0,0,16,52.08,0.46376,0.59456,1
14,86.04,240000,6,53,0,0,0,0,0,16,52.08,0.463165299,0.595183591,0
21.5,87.79,236921,2,24,1,1,0,1,1,18.75,36.03,0.241281,0.633774,1
16.5,81.46,32190,3,40,1,0,1,0,0,18.75,36.03,0.241682001,0.634494051,0
18.5,82.09,23567,1,29,0,0,1,0,0,18.75,36.03,0.241682001,0.634494051,0
19,82.83,21295,2,21,0,0,1,0,0,18.75,36.03,0.241682001,0.634494051,0
21.6,97.77,79526,2,17,1,0,1,0,0,21.6,22.71,0.433944,0.254616,1
19.2,100,102840,3,7,0,1,0,0,0,21.6,22.71,0.434032821,0.254520828,0
21.45,100,105813,3,10,0,0,1,0,0,21.6,22.71,0.434032821,0.254520828,0
21.6,50.85,14650,1,17,1,0,1,0,0,21.6,22.71,0.434032821,0.254520828,0
22.57,84.33,126900,4,15,0,1,0,1,0,21.6,22.71,0.434032821,0.254520828,0
23.4,90.45,116746,3,6,0,1,0,0,0,21.6,22.71,0.434032821,0.254520828,0
24.6,82.94,162900,6,19,0,1,0,1,0,21.6,22.71,0.434032821,0.254520828,0
21.69,88.6,166347,9,24,0,1,0,0,0,19,25.55,0.793594,0.16867,1
17.34,70.96,93223,3,24,1,0,1,1,0,19,25.55,0.792734475,0.168978282,0
18,100,96228,5,27,0,0,1,1,0,19,25.55,0.792734475,0.168978282,0
18.5,85.46,115784,6,25,1,0,1,0,0,19,25.55,0.792734475,0.168978282,0
19,82.41,73213,3,26,0,0,1,0,0,19,25.55,0.792734475,0.168978282,0
19.5,97.52,163696,6,24,0,0,1,1,0,19,25.55,0.792734475,0.168978282,0
20.78,91.15,151398,6,8,0,1,0,1,0,19,25.55,0.792734475,0.168978282,0
21.93,96.74,212212,11,22,0,1,0,1,0,20.17,41.32,0.259329,0.648108,1
13,91.14,220466,11,21,0,1,0,1,0,20.17,41.32,0.259330302,0.6463071,0
20.17,61.44,160133,8,29,1,0,1,0,0,20.17,41.32,0.259330302,0.6463071,0
21.94,95.2,395901,21,21,0,1,0,1,1,20.22,25.55,0.903125,0.21008,1
17.5,76.27,224682,8,35,1,0,1,1,0,20.22,25.55,0.902146844,0.210463968,0
18.5,99.67,195024,15,40,0,0,1,1,0,20.22,25.55,0.902146844,0.210463968,0
26.83,93.05,503074,10,6,0,0,1,1,1,20.22,25.55,0.902146844,0.210463968,0
22,82.09,72584,3,22,1,1,0,1,0,22,54.91,0.29484,1.029975,1
21,85.26,283261,4,26,0,1,0,1,0,22,54.91,0.295132475,1.032500499,0
23,100,79123,3,16,0,1,0,1,0,22,54.91,0.295132475,1.032500499,0
22,86.87,170446,3,19,1,1,0,1,0,21.58,36.03,0.241281,0.633774,1
14.75,100,107000,3,7,0,0,1,0,0,21.58,36.03,0.241682001,0.634494051,0
21.58,84.2,127917,4,17,0,1,0,0,1,21.58,36.03,0.241682001,0.634494051,0
22,92.33,152045,18,23,0,0,1,0,0,14,25.55,0.793594,0.16867,1
14,56.33,11220,3,77,0,0,0,0,0,14,25.55,0.792734475,0.168978282,0
20,81.8,219054,13,50,1,0,1,0,0,14,25.55,0.792734475,0.168978282,0
20.05,53.8,137296,18,43,1,0,1,1,0,14,25.55,0.792734475,0.168978282,0
22,96.44,318997,22,22,0,1,0,1,0,18.5,42.57,0.76763,0.157276,1
13,78.96,19740,3,39,1,0,0,0,0,18.5,42.57,0.768809212,0.157637517,0
14,67.78,6828,2,82,1,0,0,0,0,18.5,42.57,0.768809212,0.157637517,0
14,86.23,40000,7,72,1,0,0,0,0,18.5,42.57,0.768809212,0.157637517,0
14.32,72.48,27891,10,82,1,0,0,0,0,18.5,42.57,0.768809212,0.157637517,0
16.27,61.42,42466,6,80,0,0,0,0,0,18.5,42.57,0.768809212,0.157637517,0
18,81.82,31910,4,82,1,0,1,0,0,18.5,42.57,0.768809212,0.157637517,0
18.5,28.21,136500,10,45,1,0,1,0,0,18.5,42.57,0.768809212,0.157637517,0
18.5,86.78,956201,30,24,0,1,0,1,0,18.5,42.57,0.768809212,0.157637517,0
18.75,49.04,36139,5,37,1,0,1,0,0,18.5,42.57,0.768809212,0.157637517,0
19,59,242000,14,25,0,0,1,1,0,18.5,42.57,0.768809212,0.157637517,0
19.5,69.31,269176,17,32,1,1,0,1,0,18.5,42.57,0.768809212,0.157637517,0
19.5,59.26,383239,23,18,1,1,0,0,0,18.5,42.57,0.768809212,0.157637517,0
22.45,96.33,892297,36,32,1,1,0,1,0,18.5,42.57,0.768809212,0.157637517,0
24.33,81.14,660776,42,17,0,1,0,1,0,18.5,42.57,0.768809212,0.157637517,0
22,68.28,165000,3,2,0,1,0,0,0,19.25,38.5,0.367748,0.556416,1
22.02,97.83,1061351,46,29,1,1,0,1,0,18.09,25.55,0.793594,0.16867,1
12,46.35,203888,23,98,1,0,0,1,0,18.09,25.55,0.792734475,0.168978282,0
15,47.78,218511,21,26,1,0,1,1,0,18.09,25.55,0.792734475,0.168978282,0
15.18,92.39,809997,35,78,0,0,1,1,0,18.09,25.55,0.792734475,0.168978282,0
15.64,75.86,599107,27,81,1,0,1,1,0,18.09,25.55,0.792734475,0.168978282,0
15.66,89.08,795115,25,24,1,1,0,1,0,18.09,25.55,0.792734475,0.168978282,0
16,89.53,92277,10,93,0,0,0,1,0,18.09,25.55,0.792734475,0.168978282,0
18.05,67.57,82568,10,84,1,0,1,1,0,18.09,25.55,0.792734475,0.168978282,0
18.09,95.97,594595,29,46,1,1,0,1,0,18.09,25.55,0.792734475,0.168978282,0
